CustomerID,Tenure,MonthlyCharges,SupportTickets,Contract,CustomerFeedback,Churn
CUST-1367,47,58.83,1,Month-to-month,"Great service, very happy with internet speed!",0
CUST-1368,21,68.93,2,Two year,Reliable network and good customer care.,0
CUST-1369,43,66.14,1,Month-to-month,Easy billing process and fast resolution.,0
CUST-1370,29,37.35,0,One year,Reliable network and good customer care.,0
CUST-1371,36,34.0,1,Two year,Excellent coverage and fast streaming experience.,0
CUST-1372,57,25.7,0,Month-to-month,Reliable network and good customer care.,0
CUST-1373,17,76.63,3,Month-to-month,Overpriced plans and slow connection every night.,1
CUST-1374,19,66.15,1,Two year,Excellent coverage and fast streaming experience.,0
CUST-1375,33,66.43,0,Two year,"Love the plan, no complaints at all.",0
CUST-1376,2,70.93,5,Month-to-month,"Bad experience, moving to another provider soon.",1
CUST-1377,34,71.24,0,One year,"Love the plan, no complaints at all.",0
CUST-1378,14,41.37,2,Month-to-month,Reliable network and good customer care.,0
CUST-1379,15,104.47,6,Month-to-month,Monthly charges are way too expensive for bad service.,1
CUST-1380,19,38.57,0,Two year,Excellent coverage and fast streaming experience.,0
CUST-1381,43,73.39,1,Month-to-month,Customer support was very helpful and polite.,0
CUST-1382,14,92.72,4,Month-to-month,"Cancel my subscription, worst customer care ever.",1
CUST-1383,47,25.29,1,Two year,Excellent coverage and fast streaming experience.,0
CUST-1384,14,98.73,6,Month-to-month,"Unhelpful support staff, waited 2 hours on call.",1
CUST-1385,6,104.45,6,Month-to-month,"Bad experience, moving to another provider soon.",1
CUST-1386,31,67.92,1,One year,"Love the plan, no complaints at all.",0
CUST-1387,51,34.81,1,One year,Excellent coverage and fast streaming experience.,0
CUST-1388,56,30.11,2,Two year,"Love the plan, no complaints at all.",0
CUST-1389,35,30.73,1,One year,Excellent coverage and fast streaming experience.,0
CUST-1390,35,62.21,1,One year,Excellent coverage and fast streaming experience.,0
CUST-1391,17,93.64,4,Month-to-month,"Cancel my subscription, worst customer care ever.",1
CUST-1392,6,74.44,5,Month-to-month,"Cancel my subscription, worst customer care ever.",1
CUST-1393,44,29.87,0,One year,Smooth connection and fair monthly prices.,0
CUST-1394,13,72.81,7,Month-to-month,"Bad experience, moving to another provider soon.",1
CUST-1395,17,79.51,2,Two year,Customer support was very helpful and polite.,0
CUST-1396,21,43.4,0,Two year,Reliable network and good customer care.,0
CUST-1397,13,96.4,4,Month-to-month,"Cancel my subscription, worst customer care ever.",1
CUST-1398,46,48.63,2,One year,"Love the plan, no complaints at all.",0
CUST-1399,32,50.2,0,Two year,Customer support was very helpful and polite.,0
CUST-1400,50,74.72,2,One year,"Great service, very happy with internet speed!",0
CUST-1401,52,33.74,0,Two year,"Great service, very happy with internet speed!",0
CUST-1402,12,67.01,7,Month-to-month,"Unhelpful support staff, waited 2 hours on call.",1
CUST-1403,25,38.73,1,One year,"Great service, very happy with internet speed!",0
CUST-1404,12,72.04,5,Month-to-month,"Frequent network outages, very disappointed.",1
CUST-1405,54,32.66,1,One year,Easy billing process and fast resolution.,0
CUST-1406,26,26.2,2,Two year,Easy billing process and fast resolution.,0
CUST-1407,10,102.25,7,Month-to-month,Monthly charges are way too expensive for bad service.,1
CUST-1408,5,94.44,3,Month-to-month,"Terrible internet speed, disconnects constantly!",1
CUST-1409,36,77.09,0,Month-to-month,"Great service, very happy with internet speed!",0
CUST-1410,15,47.99,0,Two year,Easy billing process and fast resolution.,0
CUST-1411,35,31.31,1,One year,Smooth connection and fair monthly prices.,0
CUST-1412,33,55.19,1,Month-to-month,Reliable network and good customer care.,0
CUST-1413,10,72.46,3,Month-to-month,"Terrible internet speed, disconnects constantly!",1
CUST-1414,45,72.41,2,One year,Reliable network and good customer care.,0
CUST-1415,58,53.19,2,One year,Smooth connection and fair monthly prices.,0
CUST-1416,7,104.25,3,Month-to-month,Overpriced plans and slow connection every night.,1
CUST-1417,15,74.22,6,Month-to-month,"Frequent network outages, very disappointed.",1
CUST-1418,9,90.21,5,Month-to-month,"Bad experience, moving to another provider soon.",1
CUST-1419,14,75.01,0,One year,Smooth connection and fair monthly prices.,0
CUST-1420,34,70.22,1,Month-to-month,"Love the plan, no complaints at all.",0
CUST-1421,12,88.55,5,Month-to-month,"Frequent network outages, very disappointed.",1
CUST-1422,19,68.89,2,Month-to-month,Reliable network and good customer care.,0
CUST-1423,53,49.62,1,Two year,Easy billing process and fast resolution.,0
CUST-1424,56,74.84,1,Month-to-month,Reliable network and good customer care.,0
CUST-1425,12,26.84,0,Two year,Smooth connection and fair monthly prices.,0
CUST-1426,41,58.84,1,Two year,"Great service, very happy with internet speed!",0
CUST-1427,14,79.39,2,Month-to-month,"Bad experience, moving to another provider soon.",1
CUST-1428,41,59.91,1,Two year,Smooth connection and fair monthly prices.,0
CUST-1429,38,62.78,2,One year,"Great service, very happy with internet speed!",0
CUST-1430,5,108.81,5,One year,"Frequent network outages, very disappointed.",1
CUST-1431,6,96.96,5,One year,Monthly charges are way too expensive for bad service.,1
CUST-1432,12,79.13,3,Month-to-month,"Frequent network outages, very disappointed.",1
CUST-1433,37,38.44,1,Month-to-month,"Love the plan, no complaints at all.",0
CUST-1434,45,44.14,2,Month-to-month,Smooth connection and fair monthly prices.,0
CUST-1435,59,56.75,0,Two year,Smooth connection and fair monthly prices.,0
CUST-1436,3,66.4,6,Month-to-month,Monthly charges are way too expensive for bad service.,1
CUST-1437,39,62.49,1,Two year,Excellent coverage and fast streaming experience.,0
CUST-1438,3,96.24,2,Month-to-month,"Bad experience, moving to another provider soon.",1
CUST-1439,46,66.97,0,One year,Reliable network and good customer care.,0
CUST-1440,17,99.47,4,Month-to-month,"Bad experience, moving to another provider soon.",1
CUST-1441,44,73.08,2,One year,Smooth connection and fair monthly prices.,0
CUST-1442,57,50.32,0,One year,Smooth connection and fair monthly prices.,0
CUST-1443,25,51.35,0,Month-to-month,Reliable network and good customer care.,0
CUST-1444,16,96.85,7,One year,Monthly charges are way too expensive for bad service.,1
CUST-1445,39,25.99,2,One year,"Great service, very happy with internet speed!",0
CUST-1446,30,73.0,1,Month-to-month,"Love the plan, no complaints at all.",0
CUST-1447,51,39.48,0,Month-to-month,Excellent coverage and fast streaming experience.,0
CUST-1448,22,29.08,0,Month-to-month,Reliable network and good customer care.,0
CUST-1449,15,73.25,1,One year,Reliable network and good customer care.,0
CUST-1450,27,38.17,0,Month-to-month,Excellent coverage and fast streaming experience.,0
CUST-1451,57,72.06,2,One year,Excellent coverage and fast streaming experience.,0
CUST-1452,55,31.32,0,One year,"Great service, very happy with internet speed!",0
CUST-1453,28,28.56,0,Month-to-month,Easy billing process and fast resolution.,0
CUST-1454,23,75.09,1,Two year,"Great service, very happy with internet speed!",0
CUST-1455,40,34.38,0,One year,Excellent coverage and fast streaming experience.,0
CUST-1456,4,95.44,5,Month-to-month,Overpriced plans and slow connection every night.,1
CUST-1457,3,94.35,3,Month-to-month,"Unhelpful support staff, waited 2 hours on call.",1
CUST-1458,1,77.1,7,Month-to-month,"Terrible internet speed, disconnects constantly!",1
CUST-1459,23,58.22,2,Month-to-month,Excellent coverage and fast streaming experience.,0
CUST-1460,40,51.01,2,Month-to-month,Smooth connection and fair monthly prices.,0
CUST-1461,31,36.38,0,One year,"Great service, very happy with internet speed!",0
CUST-1462,19,27.02,0,One year,"Love the plan, no complaints at all.",0
CUST-1463,53,41.14,1,Month-to-month,"Love the plan, no complaints at all.",0
CUST-1464,28,31.26,2,Two year,Easy billing process and fast resolution.,0
CUST-1465,13,95.39,7,One year,"Cancel my subscription, worst customer care ever.",1
CUST-1466,13,82.76,5,Month-to-month,"Cancel my subscription, worst customer care ever.",1
CUST-1467,12,95.36,2,Month-to-month,"Bad experience, moving to another provider soon.",1
CUST-1468,5,65.07,4,Month-to-month,Overpriced plans and slow connection every night.,1
CUST-1469,34,27.23,1,Month-to-month,Excellent coverage and fast streaming experience.,0
CUST-1470,47,45.3,2,One year,Excellent coverage and fast streaming experience.,0
CUST-1471,12,68.61,2,One year,"Bad experience, moving to another provider soon.",1
CUST-1472,21,44.91,2,One year,Reliable network and good customer care.,0
CUST-1473,20,58.69,2,Two year,Smooth connection and fair monthly prices.,0
CUST-1474,6,102.31,7,Month-to-month,"Terrible internet speed, disconnects constantly!",1
CUST-1475,23,41.23,0,Month-to-month,Easy billing process and fast resolution.,0
CUST-1476,32,69.44,2,One year,Easy billing process and fast resolution.,0
CUST-1477,6,103.05,7,One year,"Frequent network outages, very disappointed.",1
CUST-1478,20,41.85,1,One year,Excellent coverage and fast streaming experience.,0
CUST-1479,3,85.26,5,One year,"Bad experience, moving to another provider soon.",1
CUST-1480,22,57.02,1,One year,Reliable network and good customer care.,0
CUST-1481,1,88.66,3,Month-to-month,"Cancel my subscription, worst customer care ever.",1
CUST-1482,48,73.96,0,Two year,Smooth connection and fair monthly prices.,0
CUST-1483,29,60.03,2,One year,Smooth connection and fair monthly prices.,0
CUST-1484,49,71.59,1,Two year,Excellent coverage and fast streaming experience.,0
CUST-1485,42,62.86,0,Two year,Reliable network and good customer care.,0
CUST-1486,14,78.02,1,Month-to-month,Reliable network and good customer care.,0
CUST-1487,10,82.79,7,Month-to-month,"Bad experience, moving to another provider soon.",1
CUST-1488,53,74.5,0,One year,Excellent coverage and fast streaming experience.,0
CUST-1489,34,49.43,1,Two year,"Great service, very happy with internet speed!",0
CUST-1490,58,33.34,0,One year,Reliable network and good customer care.,0
CUST-1491,48,51.28,0,One year,Reliable network and good customer care.,0
CUST-1492,34,49.22,1,Two year,"Love the plan, no complaints at all.",0
CUST-1493,32,43.83,0,Two year,Easy billing process and fast resolution.,0
CUST-1494,12,56.93,0,One year,Easy billing process and fast resolution.,0
CUST-1495,4,83.08,2,Month-to-month,Monthly charges are way too expensive for bad service.,1
CUST-1496,35,59.14,0,Two year,Excellent coverage and fast streaming experience.,0
CUST-1497,5,89.44,4,Month-to-month,"Unhelpful support staff, waited 2 hours on call.",1
CUST-1498,11,80.91,5,Month-to-month,Overpriced plans and slow connection every night.,1
CUST-1499,5,100.74,5,Month-to-month,Monthly charges are way too expensive for bad service.,1
