price,bedrooms,bathrooms,Scaled_size,floors,waterfront,sqft_living,condition,Loc_Budget,Loc_Mid-Range,Loc_Premium
429500.0,3.0,2.75,0.34478387628343266,1.0,0,1650.0,4,0,1,0
569000.0,3.0,2.0,0.4309798453542908,1.5,0,1990.0,3,0,1,0
250000.0,4.0,2.0,0.42337431867156805,1.0,0,1960.0,5,0,0,1
225000.0,3.0,1.5,0.25858790721257446,1.0,0,1310.0,4,0,0,1
530000.0,4.0,2.75,0.5475979211560401,1.0,0,2450.0,5,1,0,0
306000.0,3.0,1.0,0.15718088477627076,1.0,0,910.0,3,1,0,0
517100.0,3.0,1.75,0.3270376473570795,1.0,0,1580.0,5,0,0,1
354950.0,3.0,1.75,0.3777411585752314,1.0,0,1780.0,3,0,0,1
348000.0,3.0,1.5,0.19013816706806946,1.0,0,1040.0,3,0,0,1
522250.0,4.0,2.5,0.5197109899860566,1.0,0,2340.0,3,0,0,1
275000.0,3.0,2.5,0.3625301052097858,1.0,0,1720.0,3,1,0,0
390000.0,3.0,1.5,0.33210799847889466,1.0,0,1600.0,3,0,0,1
260000.0,3.0,1.5,0.26112308277348206,1.0,0,1320.0,3,1,0,0
585000.0,5.0,2.75,0.5222461655469641,1.5,0,2350.0,3,0,0,1
605000.0,5.0,2.75,0.6211180124223603,1.5,0,2740.0,5,0,0,1
342000.0,4.0,2.5,0.5095702877424262,2.0,0,2300.0,3,0,0,1
900000.0,5.0,3.0,1.0,2.0,0,4234.5,3,1,0,0
252000.0,3.0,1.75,0.2890100139434656,1.0,0,1430.0,4,1,0,0
357000.0,3.0,1.75,0.5349220433515022,1.0,0,2400.0,3,0,1,0
370000.0,3.0,1.0,0.16478641145899356,1.0,0,940.0,4,0,0,1
322500.0,3.0,1.0,0.18506781594625427,1.0,0,1020.0,5,0,1,0
210000.0,2.0,2.0,0.35238940296615545,2.0,0,1680.0,4,0,1,0
290000.0,2.0,1.0,0.26619343389529726,1.0,0,1340.0,3,1,0,0
860000.0,4.0,3.25,0.9304094308530867,2.0,0,3960.0,3,1,0,0
302000.0,5.5,2.0,0.598301432374192,1.5,0,2650.0,3,0,1,0
369160.0,4.0,2.25,0.4639371276460895,2.0,0,2120.0,4,0,0,1
1129575.0,4.0,2.75,0.6490049435923438,2.5,0,2850.0,3,1,0,0
993000.0,4.0,2.0,0.6490049435923438,2.0,0,2850.0,5,0,0,1
380000.0,5.5,2.0,0.4005577386233997,1.0,0,1870.0,4,0,0,1
635000.0,4.0,2.0,0.6008366079350995,1.0,0,2660.0,4,0,1,0
260000.0,3.0,1.0,0.2281658004816834,1.0,0,1190.0,3,0,1,0
243000.0,2.0,1.0,0.3752059830143238,1.5,0,1770.0,4,0,1,0
1129575.0,4.0,2.5,0.628723539105083,2.0,0,2770.0,3,0,1,0
665000.0,4.0,2.5,0.4537964254024591,1.0,0,2080.0,5,1,0,0
898000.0,5.0,2.25,0.6109773101787299,2.0,0,2700.0,5,1,0,0
583000.0,4.0,2.75,0.4842185321333503,1.0,0,2200.0,5,0,1,0
429000.0,4.0,1.75,0.4740778298897199,2.0,0,2160.0,2,1,0,0
471000.0,3.0,2.5,0.436050196476106,2.0,0,2010.0,3,0,1,0
1129575.0,3.0,3.5,0.8847762707567499,2.0,0,3780.0,3,0,0,1
739500.0,3.0,3.25,1.0,2.0,0,4234.5,3,0,0,1
450000.0,3.0,1.5,0.3752059830143238,1.0,0,1770.0,3,0,0,1
552500.0,3.0,1.0,0.2890100139434656,1.0,0,1430.0,3,0,1,0
437000.0,4.0,1.75,0.3574597540879706,1.0,0,1700.0,4,0,0,1
270000.0,4.0,2.0,0.3904170363797693,1.5,0,1830.0,3,1,0,0
226740.0,3.0,1.5,0.2839396628216504,1.0,0,1410.0,4,0,0,1
446500.0,4.0,2.5,0.7022436303714032,1.0,0,3060.0,3,0,0,1
283000.0,3.0,2.0,0.3878818608188617,2.0,0,1820.0,3,0,0,1
445000.0,4.0,1.75,0.5425275700342249,1.5,0,2430.0,4,1,0,0
250000.0,2.0,1.0,0.1140829002408417,1.0,0,740.0,5,0,1,0
307000.0,3.0,1.0,0.12168842692356446,1.0,0,770.0,3,1,0,0
315000.0,4.0,2.75,0.4842185321333503,1.0,0,2200.0,3,0,1,0
555000.0,3.0,3.0,0.666751172518697,1.5,0,2920.0,3,0,1,0
264900.0,4.0,2.5,0.44365572315882873,1.0,0,2040.0,3,0,0,1
510000.0,3.0,2.0,0.33210799847889466,1.0,0,1600.0,3,0,1,0
328000.0,4.0,2.5,0.4309798453542908,2.0,0,1990.0,3,1,0,0
358000.0,4.0,2.5,0.3904170363797693,2.0,0,1830.0,3,1,0,0
325000.0,3.0,2.5,0.5704145012042084,2.0,0,2540.0,3,0,1,0
1129575.0,2.0,3.25,0.6109773101787299,3.0,1,2700.0,3,0,0,1
230000.0,4.0,2.0,0.2915451895043732,1.0,0,1440.0,4,0,0,1
545000.0,3.0,2.0,0.3194321206743567,1.0,0,1550.0,3,1,0,0
705380.0,3.0,2.5,0.5577386233996705,2.0,0,2490.0,3,0,0,1
459000.0,5.0,2.5,0.598301432374192,1.0,0,2650.0,4,0,1,0
815000.0,4.0,2.25,0.43351502091519845,2.0,0,2000.0,3,0,1,0
495000.0,5.5,5.0,0.7985803016858918,2.0,0,3440.0,3,1,0,0
520000.0,3.0,2.5,0.504499936620611,2.5,0,2280.0,3,0,1,0
430000.0,2.0,1.5,0.26112308277348206,3.0,0,1320.0,3,1,0,0
255000.0,4.0,2.5,0.4512612498415516,2.0,0,2070.0,3,0,1,0
588000.0,3.0,2.0,0.3980225630624921,2.0,0,1860.0,5,1,0,0
350000.0,3.0,1.0,0.16478641145899356,1.0,0,940.0,3,0,0,1
625000.0,4.0,2.75,0.5070351121815186,1.0,0,2290.0,5,0,1,0
172500.0,2.0,2.0,0.30929141843072633,1.0,0,1510.0,2,0,1,0
554000.0,3.0,2.0,0.3904170363797693,1.5,0,1830.0,5,1,0,0
775000.0,4.0,2.5,0.7098491570541261,2.0,0,3090.0,3,1,0,0
1129575.0,4.0,3.5,1.0,2.0,0,4234.5,3,0,1,0
618000.0,3.0,2.75,0.7377360882241095,2.0,0,3200.0,3,1,0,0
305000.0,4.0,1.0,0.3219672962352643,1.5,0,1560.0,4,0,1,0
232000.0,3.0,2.0,0.2509823805298517,1.0,0,1280.0,3,0,0,1
262000.0,4.0,2.5,0.43858537203701364,2.0,0,2020.0,3,1,0,0
234000.0,3.0,1.0,0.19013816706806946,1.0,0,1040.0,5,0,1,0
500000.0,4.0,2.75,0.4994295854987958,1.0,0,2260.0,3,0,0,1
278000.0,3.0,1.0,0.1445050069717328,1.0,0,860.0,3,0,0,1
230000.0,5.0,1.0,0.41323361642793766,1.0,0,1920.0,3,0,1,0
500000.0,4.0,1.75,0.5070351121815186,1.0,0,2290.0,5,1,0,0
366500.0,4.0,2.75,0.4512612498415516,1.0,0,2070.0,5,0,1,0
665000.0,5.5,3.0,1.0,2.5,0,4234.5,4,0,0,1
1101000.0,3.0,1.5,0.4892888832551655,2.0,0,2220.0,3,0,1,0
575000.0,2.0,1.75,0.3929522119406769,1.0,0,1840.0,3,1,0,0
674750.0,4.0,2.5,0.5830903790087464,2.0,0,2590.0,3,0,0,1
719000.0,5.0,2.0,0.7149195081759412,1.0,0,3110.0,5,0,1,0
482000.0,3.0,1.75,0.585625554569654,1.0,0,2600.0,4,1,0,0
254000.0,2.0,1.0,0.19520851818988466,1.0,0,1060.0,4,0,0,1
443725.0,3.0,1.75,0.24337685384712893,1.0,0,1250.0,4,1,0,0
575000.0,4.0,2.5,0.5653441500823932,2.0,0,2520.0,3,0,0,1
469000.0,3.0,2.25,0.4512612498415516,1.0,0,2070.0,3,0,1,0
175000.0,2.0,1.0,0.2560527316516669,1.0,0,1300.0,5,1,0,0
437000.0,5.0,2.0,0.48168335657244266,1.0,0,2190.0,3,0,0,1
550000.0,4.0,3.0,0.6261883635441755,1.0,0,2760.0,4,1,0,0
172040.0,3.0,2.25,0.3599949296488782,1.0,0,1710.0,4,1,0,0
363000.0,3.0,2.0,0.3701356318925086,1.0,0,1750.0,3,0,1,0
282000.0,3.0,2.25,0.31993915578653825,2.0,0,1552.0,3,1,0,0
400000.0,5.5,2.0,0.5222461655469641,2.0,0,2350.0,3,0,0,1
650000.0,5.0,3.5,1.0,2.0,0,4234.5,3,0,0,1
365000.0,3.0,2.5,0.3625301052097858,2.0,0,1720.0,4,0,0,1
269950.0,4.0,2.5,0.42337431867156805,2.0,0,1960.0,3,0,0,1
260000.0,2.0,1.0,0.24844720496894412,1.0,0,1270.0,3,0,1,0
193000.0,3.0,1.5,0.2256306249207758,1.0,0,1180.0,4,1,0,0
340000.0,4.0,2.25,0.49182405881607305,2.0,0,2230.0,3,0,1,0
900000.0,4.0,3.25,1.0,2.0,0,4234.5,3,1,0,0
371000.0,3.0,2.5,0.47154265432881226,2.0,0,2150.0,3,1,0,0
592000.0,3.0,2.5,0.5349220433515022,2.0,0,2400.0,3,1,0,0
300000.0,3.0,2.5,0.3904170363797693,2.0,0,1830.0,3,0,1,0
449950.0,4.0,3.0,0.6363290657878059,2.0,0,2800.0,3,1,0,0
299500.0,3.0,2.5,0.4563316009633668,2.0,0,2090.0,3,0,1,0
995000.0,4.0,2.25,0.5197109899860566,1.0,0,2340.0,4,0,0,1
335000.0,4.0,1.75,0.34985422740524785,1.0,0,1670.0,3,0,0,1
280000.0,4.0,2.25,0.4309798453542908,1.0,0,1990.0,4,1,0,0
446000.0,4.0,2.25,0.5019647610597034,1.0,0,2270.0,3,0,1,0
1129575.0,4.0,2.75,1.0,1.0,0,4234.5,4,0,0,1
325000.0,3.0,1.0,0.16732158701990113,1.0,0,950.0,4,0,1,0
450000.0,3.0,1.75,0.33464317403980226,1.0,0,1610.0,3,0,1,0
322500.0,4.0,2.5,0.41830396754975285,2.0,0,1940.0,3,1,0,0
453000.0,3.0,1.0,0.23323615160349853,1.0,0,1210.0,5,0,0,1
655000.0,4.0,2.5,0.5780200278869312,2.0,0,2570.0,3,1,0,0
603000.0,3.0,2.25,0.3574597540879706,2.0,0,1700.0,5,1,0,0
235000.0,4.0,1.0,0.33464317403980226,1.5,0,1610.0,3,0,0,1
968933.0,4.0,3.5,0.970972239827608,2.0,0,4120.0,3,0,0,1
1015000.0,3.0,3.5,0.6566104702750666,1.0,0,2880.0,3,0,1,0
435000.0,4.0,2.25,0.4309798453542908,2.0,0,1990.0,3,0,0,1
242000.0,3.0,2.0,0.24591202940803653,1.0,0,1260.0,3,0,1,0
487000.0,5.5,3.25,1.0,2.0,0,4234.5,4,0,1,0
810000.0,4.0,2.75,0.6895677525668653,2.0,0,3010.0,3,0,1,0
625000.0,3.0,2.5,0.5374572189124097,1.0,0,2410.0,4,0,0,1
165000.0,3.0,1.5,0.2509823805298517,1.0,0,1280.0,3,1,0,0
335000.0,3.0,1.0,0.5146406388642414,1.0,0,2320.0,3,0,1,0
286700.0,3.0,1.0,0.23577132716440613,1.0,0,1220.0,3,1,0,0
699000.0,2.0,1.5,0.28140448726074285,1.0,0,1400.0,4,1,0,0
280000.0,3.0,1.75,0.3295728229179871,1.0,0,1590.0,3,0,0,1
580000.0,4.0,2.5,0.4892888832551655,2.0,0,2220.0,3,1,0,0
754800.0,2.0,2.5,0.628723539105083,2.0,0,2770.0,3,1,0,0
525000.0,4.0,2.5,0.5103308404106984,2.0,0,2303.0,3,0,0,1
562000.0,3.0,1.75,0.33210799847889466,1.0,0,1600.0,3,0,1,0
575000.0,4.0,1.75,0.2509823805298517,1.0,0,1280.0,3,1,0,0
808900.0,5.0,2.5,0.6616808213968818,2.0,0,2900.0,3,0,0,1
992000.0,3.0,2.25,0.6743566992014197,1.0,0,2950.0,4,1,0,0
335000.0,3.0,2.5,0.3574597540879706,2.0,0,1700.0,3,1,0,0
473000.0,3.0,2.75,0.19267334262897706,1.0,0,1050.0,3,0,1,0
350000.0,4.0,2.75,0.6844974014450501,1.0,0,2990.0,4,1,0,0
1129575.0,5.0,2.5,0.7123843326150336,2.5,0,3100.0,4,0,0,1
305500.0,3.0,1.0,0.24084167828622133,1.0,0,1240.0,4,1,0,0
306000.0,2.0,1.0,0.12422360248447206,1.0,0,780.0,4,0,1,0
233000.0,2.0,2.25,0.1419698314108252,2.0,0,850.0,3,0,1,0
490000.0,3.0,1.75,0.3168969451134491,1.0,0,1540.0,3,0,0,1
445000.0,4.0,2.5,0.504499936620611,2.0,0,2280.0,3,0,1,0
355000.0,3.0,2.25,0.572949676765116,1.0,0,2550.0,3,1,0,0
360000.0,2.0,2.0,0.3752059830143238,1.0,0,1770.0,4,0,1,0
737500.0,3.0,1.75,0.5146406388642414,2.0,0,2320.0,3,0,0,1
985000.0,3.0,3.5,0.585625554569654,2.0,0,2600.0,5,0,1,0
349950.0,2.0,3.25,0.3245024717961719,2.0,0,1570.0,3,0,1,0
520000.0,4.0,2.5,0.7022436303714032,2.0,0,3060.0,3,0,1,0
355950.0,4.0,2.5,0.42337431867156805,1.0,0,1960.0,3,0,0,1
485000.0,5.0,2.5,0.7554823171504628,2.0,0,3270.0,3,0,1,0
143000.0,3.0,1.0,0.20281404487260746,1.0,0,1090.0,4,0,1,0
1129575.0,2.0,1.75,1.0,2.5,1,4234.5,3,1,0,0
355000.0,3.0,1.0,0.16478641145899356,1.0,0,940.0,4,0,0,1
1126000.0,5.0,3.5,0.9101280263658259,2.0,0,3880.0,4,0,1,0
200000.0,5.0,1.75,0.3752059830143238,1.0,0,1770.0,4,0,0,1
913000.0,4.0,2.5,0.8492838129040436,2.0,0,3640.0,3,0,1,0
1129575.0,3.0,2.5,0.7275953859804792,1.0,0,3160.0,4,0,1,0
409900.0,2.0,2.5,0.3295728229179871,2.0,0,1590.0,3,0,1,0
265000.0,4.0,1.0,0.2535175560907593,1.0,0,1290.0,3,1,0,0
740000.0,5.0,3.0,0.8530865762454051,1.0,0,3655.0,5,1,0,0
306000.0,4.0,2.5,0.5577386233996705,2.0,0,2490.0,3,1,0,0
381000.0,3.0,2.5,0.299150716187096,2.0,0,1470.0,3,0,0,1
1129575.0,3.0,3.25,0.9304094308530867,2.0,0,3960.0,3,0,0,1
1050000.0,3.0,3.5,0.735200912663202,1.0,0,3190.0,4,1,0,0
408000.0,2.0,1.0,0.13182912916719483,1.0,0,810.0,5,0,0,1
739900.0,5.0,2.5,0.6819622258841426,2.0,0,2980.0,3,0,1,0
674250.0,4.0,2.5,0.6312587146659907,1.0,0,2780.0,4,0,1,0
438400.0,2.0,1.0,0.26619343389529726,1.0,0,1340.0,4,0,1,0
1129575.0,5.0,5.0,1.0,2.0,0,4234.5,3,1,0,0
703000.0,3.0,2.0,0.27126378501711246,1.5,0,1360.0,3,0,0,1
262000.0,3.0,1.75,0.26112308277348206,1.0,0,1320.0,4,1,0,0
353000.0,3.0,2.0,0.23323615160349853,1.0,0,1210.0,3,0,0,1
500000.0,4.0,2.5,0.41830396754975285,2.0,0,1940.0,3,0,1,0
1129575.0,4.0,2.5,0.7275953859804792,1.5,0,3160.0,3,1,0,0
332000.0,4.0,2.5,0.42844466979338325,2.0,0,1980.0,3,0,0,1
824000.0,4.0,2.5,0.5146406388642414,1.0,0,2320.0,4,0,0,1
290000.0,4.0,2.0,0.34731905184434025,1.0,0,1660.0,3,0,1,0
700000.0,3.0,2.5,0.34731905184434025,2.0,0,1660.0,3,1,0,0
550000.0,2.0,1.0,0.20027886931169986,1.0,0,1080.0,4,1,0,0
549000.0,2.0,1.0,0.30929141843072633,1.5,0,1510.0,4,1,0,0
1129575.0,4.0,2.5,0.6743566992014197,1.0,0,2950.0,4,0,1,0
858000.0,4.0,2.25,0.7047788059323109,2.0,0,3070.0,3,1,0,0
345000.0,2.0,1.0,0.17239193814171633,1.0,0,970.0,3,0,1,0
340000.0,4.0,1.75,0.4690074787679047,2.5,0,2140.0,3,0,1,0
1129575.0,4.0,2.25,0.5780200278869312,2.5,0,2570.0,4,0,1,0
275000.0,3.0,2.25,0.24591202940803653,3.0,0,1260.0,3,0,0,1
405000.0,3.0,1.0,0.23577132716440613,1.0,0,1220.0,3,1,0,0
432500.0,3.0,2.0,0.3625301052097858,2.0,0,1720.0,5,1,0,0
236500.0,4.0,1.0,0.4690074787679047,1.5,0,2140.0,3,0,1,0
679000.0,4.0,1.5,0.286474838382558,1.5,0,1420.0,4,0,1,0
543000.0,4.0,2.5,0.4487260742806439,2.0,0,2060.0,3,1,0,0
294000.0,3.0,1.0,0.26112308277348206,1.0,0,1320.0,3,0,1,0
340500.0,3.0,1.75,0.3853466852579541,1.0,0,1810.0,4,1,0,0
1012000.0,4.0,2.5,0.6819622258841426,2.0,0,2980.0,3,0,0,1
335000.0,2.0,2.0,0.26872860945620486,1.0,0,1350.0,3,0,1,0
425000.0,3.0,2.0,0.3168969451134491,1.0,0,1540.0,3,1,0,0
353000.0,3.0,2.5,0.5628089745214857,2.0,0,2510.0,4,0,1,0
540000.0,3.0,2.5,0.34985422740524785,2.0,0,1670.0,3,1,0,0
640000.0,5.0,3.5,0.8619596907085816,2.0,0,3690.0,3,1,0,0
339950.0,3.0,1.0,0.26112308277348206,1.0,0,1320.0,3,0,1,0
195000.0,3.0,1.75,0.30929141843072633,1.0,0,1510.0,2,0,0,1
322000.0,3.0,1.75,0.30929141843072633,1.0,0,1510.0,2,1,0,0
660000.0,4.0,1.75,0.4005577386233997,1.0,0,1870.0,3,1,0,0
280000.0,5.5,3.0,0.5349220433515022,2.0,0,2400.0,3,1,0,0
300000.0,5.5,3.0,0.5349220433515022,2.0,0,2400.0,3,0,0,1
207500.0,3.0,1.0,0.2230954493598682,1.0,0,1170.0,4,0,0,1
195000.0,3.0,1.5,0.2281658004816834,1.0,0,1190.0,3,0,1,0
700000.0,3.0,2.0,0.4537964254024591,1.0,0,2080.0,5,0,0,1
560000.0,4.0,1.75,0.47154265432881226,1.0,0,2150.0,4,0,1,0
260000.0,3.0,1.75,0.3270376473570795,1.0,0,1580.0,5,0,1,0
575000.0,3.0,1.75,0.3270376473570795,1.0,0,1580.0,5,0,0,1
475000.0,3.0,2.5,0.5273165166687793,2.0,0,2370.0,3,0,1,0
285000.0,3.0,1.75,0.3929522119406769,1.0,0,1840.0,3,0,0,1
753888.0,4.0,2.5,0.6008366079350995,2.0,0,2660.0,3,0,1,0
650000.0,3.0,2.5,0.48168335657244266,2.0,0,2190.0,3,0,0,1
620000.0,3.0,2.25,0.34731905184434025,1.5,0,1660.0,4,0,0,1
526000.0,3.0,1.75,0.3777411585752314,1.0,0,1780.0,3,0,1,0
155000.0,2.0,1.0,0.10394219799721133,1.0,0,700.0,5,1,0,0
342000.0,4.0,2.0,0.3245024717961719,1.0,0,1570.0,3,0,1,0
390000.0,3.0,1.75,0.23577132716440613,1.0,0,1220.0,3,0,0,1
685000.0,3.0,2.75,0.7250602104195716,2.0,0,3150.0,4,1,0,0
608000.0,4.0,2.5,0.6084421346178224,2.0,0,2690.0,3,0,1,0
179900.0,2.0,1.0,0.09887184687539613,1.0,0,680.0,3,0,1,0
1129575.0,5.5,3.25,0.8771707440740272,2.0,0,3750.0,5,0,1,0
166000.0,3.0,1.0,0.18253264038534672,1.0,0,1010.0,3,1,0,0
462000.0,3.0,1.5,0.3599949296488782,1.5,0,1710.0,3,0,0,1
545000.0,4.0,2.5,0.4563316009633668,2.0,0,2090.0,3,0,1,0
415000.0,3.0,1.0,0.3219672962352643,1.5,0,1560.0,3,0,1,0
269000.0,3.0,2.5,0.3219672962352643,2.0,0,1560.0,3,0,1,0
356500.0,4.0,2.5,0.5780200278869312,2.0,0,2570.0,3,0,1,0
225000.0,3.0,1.0,0.18253264038534672,1.0,0,1010.0,4,0,1,0
175000.0,2.0,1.0,0.18506781594625427,1.0,0,1020.0,4,0,0,1
549000.0,5.0,2.5,0.3599949296488782,2.0,0,1710.0,4,0,0,1
535000.0,3.0,2.75,0.5095702877424262,2.0,0,2300.0,3,0,1,0
627000.0,4.0,2.25,0.4309798453542908,1.0,0,1990.0,3,1,0,0
565000.0,3.0,2.0,0.6185828368614527,2.5,0,2730.0,3,0,0,1
392450.0,4.0,2.0,0.4829509443528964,1.0,0,2195.0,3,1,0,0
509000.0,2.0,2.0,0.3219672962352643,1.0,0,1560.0,3,0,0,1
340000.0,3.0,2.5,0.28140448726074285,1.0,0,1400.0,3,0,1,0
537000.0,3.0,2.5,0.28140448726074285,1.0,0,1400.0,3,0,0,1
865000.0,4.0,3.0,0.8619596907085816,2.0,0,3690.0,3,0,1,0
358000.0,2.0,1.0,0.2154899226771454,1.0,0,1140.0,3,0,0,1
595000.0,4.0,2.25,0.41323361642793766,1.5,0,1920.0,5,0,1,0
661000.0,4.0,2.5,0.559259728736215,2.0,0,2496.0,3,0,1,0
419950.0,3.0,2.25,0.504499936620611,1.0,0,2280.0,4,0,1,0
490000.0,4.0,3.5,0.7377360882241095,2.0,0,3200.0,3,0,1,0
525000.0,2.0,1.0,0.149575358093548,1.0,0,880.0,3,1,0,0
350000.0,3.0,2.0,0.26112308277348206,3.0,0,1320.0,3,0,1,0
552500.0,3.0,2.5,0.5475979211560401,2.0,0,2450.0,3,1,0,0
210000.0,3.0,1.0,0.19013816706806946,1.0,0,1040.0,4,1,0,0
390000.0,3.0,2.5,0.5552034478387629,2.0,0,2480.0,3,0,1,0
336800.0,5.0,1.75,0.3904170363797693,1.5,0,1830.0,3,1,0,0
465000.0,3.0,2.5,0.2915451895043732,2.0,0,1440.0,3,0,0,1
299900.0,4.0,2.5,0.3270376473570795,2.0,0,1580.0,3,0,1,0
715000.0,3.0,3.25,0.7453416149068324,2.0,0,3230.0,3,1,0,0
235000.0,4.0,2.5,0.3853466852579541,1.0,0,1810.0,3,0,1,0
276000.0,3.0,2.5,0.5590062111801243,2.0,0,2495.0,3,0,1,0
265000.0,4.0,1.5,0.367600456331601,1.0,0,1740.0,4,0,1,0
425000.0,3.0,1.75,0.35238940296615545,1.0,0,1680.0,4,1,0,0
313000.0,4.0,2.5,0.5501330967169477,2.0,0,2460.0,3,0,0,1
715000.0,3.0,2.5,0.6997084548104957,1.0,0,3050.0,3,0,0,1
265000.0,3.0,2.25,0.33971352516161746,2.0,0,1630.0,3,1,0,0
646000.0,3.0,2.75,0.5501330967169477,2.0,0,2460.0,3,0,1,0
175000.0,3.0,1.0,0.18760299150716186,1.0,0,1030.0,3,1,0,0
649000.0,3.0,2.5,0.790974775003169,1.0,0,3410.0,4,1,0,0
785000.0,3.0,2.75,0.5121054633033338,1.0,0,2310.0,4,1,0,0
890000.0,4.0,2.75,0.5881607301305616,1.0,0,2610.0,5,0,1,0
612000.0,3.0,3.0,0.5171758144251489,1.0,0,2330.0,3,1,0,0
330000.0,4.0,2.5,0.6819622258841426,2.0,0,2980.0,3,0,1,0
493000.0,3.0,2.25,0.3802763341361389,1.0,0,1790.0,3,1,0,0
1129575.0,4.0,2.25,0.6718215236405122,1.0,0,2940.0,3,0,0,1
1129575.0,4.0,3.0,0.9151983774876411,1.0,0,3900.0,5,1,0,0
1129575.0,4.0,3.0,0.9151983774876411,1.0,0,3900.0,5,1,0,0
499000.0,3.0,2.5,0.3701356318925086,2.5,0,1750.0,3,0,0,1
603500.0,5.5,2.75,0.6008366079350995,1.0,0,2660.0,5,0,1,0
530000.0,2.0,1.5,0.3270376473570795,1.0,0,1580.0,3,0,1,0
895000.0,5.0,2.5,0.5222461655469641,1.0,0,2350.0,4,1,0,0
267345.0,4.0,2.25,0.5628089745214857,1.0,0,2510.0,4,0,0,1
275000.0,3.0,2.5,0.3016858917480036,2.0,0,1480.0,3,0,1,0
439950.0,3.0,1.75,0.3625301052097858,1.0,0,1720.0,3,1,0,0
455000.0,3.0,2.25,0.299150716187096,2.0,0,1470.0,4,0,0,1
630000.0,3.0,1.75,0.3168969451134491,1.0,0,1540.0,3,0,1,0
690000.0,3.0,2.5,0.641399416909621,2.0,0,2820.0,3,0,1,0
212000.0,4.0,1.75,0.24337685384712893,1.0,0,1250.0,4,0,0,1
231500.0,4.0,2.25,0.4537964254024591,1.0,0,2080.0,4,0,0,1
1129575.0,4.0,3.25,1.0,2.0,0,4234.5,4,0,0,1
378500.0,3.0,2.5,0.6515401191532514,2.0,0,2860.0,4,0,0,1
482000.0,4.0,2.5,0.6135124857396375,2.0,0,2710.0,3,1,0,0
695000.0,2.0,1.0,0.2154899226771454,1.0,0,1140.0,3,0,0,1
965000.0,4.0,2.5,0.9582963620230701,2.0,0,4070.0,3,0,1,0
675000.0,3.0,1.75,0.3599949296488782,1.0,0,1710.0,4,0,1,0
387000.0,3.0,1.5,0.26619343389529726,1.0,0,1340.0,3,1,0,0
347500.0,4.0,2.75,0.5070351121815186,2.0,0,2290.0,3,0,1,0
385000.0,3.0,2.0,0.3980225630624921,1.0,0,1860.0,3,0,1,0
265000.0,3.0,1.0,0.20027886931169986,1.0,0,1080.0,3,0,0,1
406000.0,3.0,1.0,0.16985676258080873,1.0,0,960.0,3,0,1,0
134000.0,2.0,1.5,0.17492711370262393,2.0,0,980.0,3,1,0,0
415000.0,3.0,1.0,0.30675624286981873,2.0,0,1500.0,5,0,0,1
375000.0,3.0,1.75,0.2915451895043732,1.0,0,1440.0,3,0,0,1
620000.0,4.0,2.5,0.5805552034478388,2.0,0,2580.0,3,1,0,0
337500.0,5.0,2.5,0.4512612498415516,2.0,0,2070.0,3,0,0,1
565000.0,3.0,2.5,0.4030929141843073,1.0,0,1880.0,4,0,0,1
399500.0,3.0,1.75,0.5399923944733173,2.0,0,2420.0,3,1,0,0
1065000.0,2.0,1.75,0.40562808974521486,2.0,0,1890.0,3,0,0,1
352500.0,3.0,2.0,0.41323361642793766,1.0,0,1920.0,3,1,0,0
259000.0,3.0,2.0,0.4005577386233997,1.0,0,1870.0,3,1,0,0
320000.0,2.0,1.0,0.15464570921536316,1.0,0,900.0,3,0,1,0
733000.0,3.0,2.5,0.4740778298897199,2.0,0,2160.0,4,0,1,0
381500.0,2.0,1.0,0.15464570921536316,1.0,0,900.0,5,0,0,1
343000.0,2.0,1.0,0.2256306249207758,1.0,0,1180.0,4,0,0,1
205500.0,2.0,1.0,0.15464570921536316,1.0,0,900.0,5,1,0,0
525000.0,3.0,2.0,0.33210799847889466,1.0,0,1600.0,5,0,0,1
300000.0,3.0,1.75,0.30675624286981873,1.0,0,1500.0,5,1,0,0
299000.0,2.0,1.0,0.19774369375079226,1.0,0,1070.0,3,1,0,0
561000.0,4.0,2.5,0.5780200278869312,2.0,0,2570.0,3,0,0,1
450000.0,3.0,1.0,0.23323615160349853,1.5,0,1210.0,3,1,0,0
540000.0,4.0,2.5,0.3954873875015845,2.0,0,1850.0,3,0,1,0
379000.0,3.0,2.5,0.367600456331601,2.0,0,1740.0,3,0,0,1
230000.0,3.0,1.0,0.2560527316516669,1.0,0,1300.0,4,0,1,0
399950.0,3.0,2.5,0.43351502091519845,2.0,0,2000.0,4,0,0,1
355000.0,5.0,2.5,0.7428064393459247,2.0,0,3220.0,3,1,0,0
580000.0,4.0,2.25,0.4740778298897199,1.0,0,2160.0,3,0,0,1
700000.0,3.0,2.0,0.46647230320699706,1.5,0,2130.0,4,0,1,0
279900.0,3.0,1.75,0.3270376473570795,1.0,0,1580.0,4,1,0,0
210000.0,3.0,1.0,0.230700976042591,1.0,0,1200.0,3,0,0,1
1129575.0,3.0,3.0,0.8873114463176576,2.0,0,3790.0,3,0,0,1
290300.0,2.0,1.0,0.1445050069717328,1.0,0,860.0,4,0,0,1
1129575.0,5.0,4.5,1.0,2.0,0,4234.5,3,0,1,0
490000.0,3.0,1.0,0.33210799847889466,1.5,0,1600.0,3,0,1,0
606000.0,4.0,2.5,0.461401952085182,2.0,0,2110.0,3,0,0,1
